case_number,date,year,type,country,area,location,activity,sex,age,injury,fatal_(y/n),species,investigator_or_source,pdf,href_formula,original_order
1937.02.03,03-feb-37,1937,provoked,australia,queensland,moreton island,fishing,m,20.0,left shoulder bitten by netted shark provoked incident,n,"3' ""blue nosed"" shark","g.p. whitley, p.264",1937.02.03-woodley.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.03-woodley.pdf,1364
1937.02.02,not defined,1937,invalid,australia,south australia,port germein,12 of the penang's crew were returning to the ship when their 12' dinghy capsized,m,,shark involvement prior to death was not confirmed,y,"15' shark seen with the man's body in its mouth, but shark involvement prior to death was not confirmed","west australian, 2/8/1937; g.p. whitley",1937.02.02-penang.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.02.02-penang.pdf,1363
1937.01.27,27-jan-37,1937,provoked,australia,new south wales,"lake conjola, near milton",holding shark's tail,m,18.0,bitten on forearm provoked incident,n,"grey nurse shark, 8'","northern standard, 1/29/1937",1937.01.27-hemsworth.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.01.27-hemsworth.pdf,1362
1937.00.00,not defined,1937,unprovoked,australia,torres strait,nan,nan,m,,survived,n,nan,"rpt. dept. harb. mar. (qld), 1937, p.13; g.p. whitley, p.264",1937.00.00-o'leary.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1937.00.00-o'leary.pdf,1361
1936.12.30,30-dec-36,1936,unprovoked,usa,hawaii,"honokohau, maui","diving, attempting to retrieve body of drowning victim wedged between rocks",m,,thigh lacerated,n,6 m [20']  shark,"j. borg, p.71; l. taylor (1993), pp.98-99",1936.12.30-kekuhi.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.30-kekuhi.pdf,1360
1936.12.19,19-dec-36,1936,boating,australia,queensland,brisbane river,sculling,,,"no injury to occupant. shark damaged scull, tooth fragments recovered",n,3 m [10'] shark,"g.p. whitley, p.264; v.m. coppleson (1958), p. 187",1936.12.19-slaughter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.19-slaughter.pdf,1359
1936.12.15,15-dec-36,1936,provoked,australia,new south wales,newcastle harbor,fishing for the shark that killed george lundberg,,,hooked shark bit rudder provoked incident,n,nan,"v.m. coppleson (1958), pp.182-183",1936.12.15-boat-ayerst.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.15-boat-ayerst.pdf,1358
1936.12.12,12-dec-36,1936,unprovoked,australia,new south wales,"throsby creek, newcastle",swimming,m,15.0,"fatal, leg severed at knee",y,nan,"v.m. coppleson (1958), p.234",1936.12.12-lundberg.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.12-lundberg.pdf,1357
1936.12.01,01-dec-36,1936,boating,australia,victoria,mordialloc,fishing,m,50.0,"fatal, his 2.4 m dinghy was found with 2' x 3' hole in its side & tooth fragments embedded in the planking",y,thought to involve a 12' white shark,"the age, 12/4/1936",1936.12.01-swan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.12.01-swan.pdf,1356
1936.11.27,27-nov-36,1936,provoked,australia,torres strait,near thursday island,spearfishing,m,,speared shark bit his hand provoked incident,n,0.9 m [3']  shark,"whitley, p.264; v.m. coppleson (1958), p.244",1936.11.27-mcdonnell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.11.27-mcdonnell.pdf,1355
1936.09.04,04-sep-36,1936,unprovoked,usa,hawaii,"lahaina, maui",swimming,m,,leg lacerated,n,nan,"j. borg, p.71; l. taylor (1993), pp.96-97",1936.09.04-maui.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.09.04-maui.pdf,1354
1936.08.24,24-aug-36,1936,unprovoked,australia,torres strait,near mabuiag island,"trochus diving, but floating on surface",m,,flexed right leg bitten,n,large tiger shark seen in the vicinity the following morning,"g.p. whitley, p.264; v.m. coppleson (1958), p.244",1936.08.24-talalui.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.24-talalui.pdf,1353
1936.08.11,11-aug-36,1936,provoked,canada,newfoundland,georges bank,fishing for cod,,,"no injury to occupants, hooked shark leapt onboard boat provoked incident",n,"shovelnose shark, 6 m [20']","ny times, 8/13/1936, p.25, col.6",1936.08.11-schoonerraymonde.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.11-schoonerraymonde.pdf,1352
1936.08.04,not defined,1936,unprovoked,australia,torres strait,bathurst island,pearl diving,m,,torso bitten,n,nan,"nortnern standard, 8/4/1936",1936.08.04.r-pearldiver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.04.r-pearldiver.pdf,1351
1936.08.00,not defined,1936,boating,usa,north carolina,"pamlico sound off frisco, dare county",fishing,m,13.0,shark rammed boat; no injury to occupants,n,nan,"c. creswell, gsaf",1936.08.00-pamlicosound.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.08.00-pamlicosound.pdf,1350
1936.07.25,25-jul-36,1936,unprovoked,usa,massachusetts,"hollywood beach, just above mattapoisett harbor, buzzards bay",swimming crawl stroke,m,16.0,"fatal, finger severed, thigh bitten he died during the surgical amputation of his leg",y,white shark (identified by dr. hugh smith),"b. r. tilden, m.d.; ny times, 7/26/1936, p.2;  e.w. gudger (1950); v.m. coppleson (1958), pp. 150 & 253; h.d. baldridge, p. 35",1936.07.25-troy.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.25-troy.pdf,1349
1936.07.12,12-jul-36,1936,boating,usa,new jersey,"long branch, monmouth county (offshore)",fishing for bluefish,,,"no injury to occupants, shark leapt onboard boat",n,"blue shark, 8' [2.4 m], 500-lb","ny times, 6/13/1936",1936.07.12-saulwhite.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.12-saulwhite.pdf,1348
1936.07.07,07-jul-36,1936,unprovoked,australia,torres strait,off nepean island,diving,m,,survived? admitted to thursday island hospital,n,nan,"v.m. coppleson (1958), p.244",1936.07.07-aboriginal-diver.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.07-aboriginal-diver.pdf,1347
1936.07.00,not defined,1936,boating,south africa,western cape province,cape point,"fishing, catching snoek, thyrsites atun",,,"shark leapt onboard & into fishwell, tossing a crew member, pepino, in the sea",n,nan,"t. wallett, p.25",1936.07.00-luckyjim.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.07.00-luckyjim.pdf,1346
1936.06.26,26-jun-36,1936,unprovoked,australia,torres strait,nepean island,"diving for trochus , but swimming on surface",m,16.0,fatal,y,"tiger shark, 2.4 m [8']","sydney morning herald, 7/7/1936; v.m. coppleson (1958), p.244",1936.06.26-willie.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.06.26-willie.pdf,1345
1936.06.06,06-jun-36,1936,unprovoked,usa,florida,"boca ciega bay, pinellas county",swimming,m,,fatal,y,nan,"evening independent, 6/8/1936",1936.06.06-bocaciegabay.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.06.06-bocaciegabay.pdf,1344
1936.04.22,22-apr-36,1936,unprovoked,australia,queensland,arlington reef near cairns,diving for trochus,m,16.0,"arm & back bitten, heel lacerated",n,"tiger shark, 4.6 m [15']","sydney morning herald, 4/23/1936",1936.04.22-oscoto.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.04.22-oscoto.pdf,1343
1936.04.08,not defined,1936,unprovoked,australia,queensland,arlington reef near cairns,diving,,,arm severed,n,nan,"the argus, 4/9/1936",1936.04.08-ohta.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.04.08-ohta.pdf,1342
1936.03.30,30-mar-36,1936,provoked,usa,florida,"miami, miami-date county",fishing,m,,no injury. his hand entangled in line of hooked shark. he was pulled overboard & towed 150' provoked incident,n,650-lb shark,"ny times, 4/1/1936, p.27, col.1",1936.03.30-samsoe.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.30-samsoe.pdf,1341
1936.03.22,12-mar-36,1936,unprovoked,australia,torres strait,"near shelburne bay, queenland",among 31 survivors of crew from the sampan fukulya maru (which reached thursday island in rowing boat) was a man whose arm had been bitten off by shark. the sampan wrecked west of mcarthur island,m,,survived,n,nan,"coppleson (1958), p.244; the argus, 4/9/1936",1936.03.22-japanese-sailor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.22-japanese-sailor.pdf,1340
1936.03.19,19-mar-36,1936,unprovoked,australia,queensland,"near forbes island, barrier reef",diving for trochus,m,,right forearm lacerated,n,nan,"g.p. whitley, p.263; v.m. coppleson (1958), p.244",1936.03.19-norman.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.19-norman.pdf,1339
1936.03.04.,04-mar-36,1936,boating,australia,northern territory,between cape hotham & darwin (50 miles from darwin),rowing,,,"no injury to occupants, shark almost wrenched oar from aborigine",n,nan,"g.p. whitley, p.263; v.m. coppleson (1958), p.186",1936.03.04-capehotham.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.03.04-capehotham.pdf,1338
1936.02.23,23-feb-36,1936,provoked,australia,new south wales,"angourie, near yamba",touching the mouth of a supposedly dead shark,f,,finger bitten provoked incident,n,nan,"coppleson (1958), p. 176; g.p. whitley, p.263",1936.02.23-cameron.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.23-cameron.pdf,1337
1936.02.20..r,not defined,1936,unprovoked,australia,queensland,brisbane river,sculling,m,,"no injury, scull sank",n,10' shark,"nevada state journal, 5/2/1936",1936.02.20.r-slaughter.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.20.r-slaughter.pdf,1336
1936.02.04,04-feb-36,1936,unprovoked,australia,new south wales,"south steyne, manly",swimming,m,14.0,"fatal, taken by shark, body not recovered. twenty months later, in october 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",y,white shark,"v.m. coppleson (1958), pp.67 & 234; a. sharpe, p.68; a. maccormick, p.169; j. west, asaf",1936.02.04-paton.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.02.04-paton.pdf,1335
1936.01.22,22-jan-36,1936,unprovoked,australia,south australia,"west beach, near adelaide","swimming. passer-by, len bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",m,13.0,fatal,y,white shark,"sydney morning herald, 1/23/1936; v.m. coppleson (1958), pp.107 & 240;  a. sharpe, p.120; j. west, asaf",1936.01.22-bennett.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.22-bennett.pdf,1334
1936.01.05,05-jan-36,1936,invalid,australia,queensland,"main beach, southport",surfing,m,17.0,disappeared & his torn clothing washed ashore,n,shark involvement prior to death was not confirmed,"canberra times, 1/7/1936; v.m. coppleson, p.92-93",1936.01.05-canavan.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.05-canavan.pdf,1333
1936.01.00,not defined,1936,provoked,australia,new south wales,north bondi,paddleskiing,m,,"he tried to hit shark with paddle, shark bumped  ski  provoked incident",n,2.3 m [7'] shark,"v.m. coppleson (1958), p.41",1936.01.00-howell.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.01.00-howell.pdf,1332
1936.00.00,not defined,1936,unprovoked,australia,victoria,"port phillip bay, port melbourne",swimming,m,,fatal,y,nan,"j. green, p.33; v.m. coppleson (1958), p.241",1936.00.00-portmelbourne.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1936.00.00-portmelbourne.pdf,1331
1935.12.23,23-dec-35,1935,provoked,australia,victoria,150 yards from the pier at lorne,cruising,,,"harpooned shark stove in bow (20"" x 10"" hole), boat sank provoked incident",n,4.3 m [14'] shark,"v.m. coppleson (1958), p.183",1935.12.23-nortonboat.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.12.23-nortonboat.pdf,1330
1935.11.13,13-nov-35,1935,unprovoked,australia,torres strait,barrier reef near innisfail,diving?,m,20.0,back & arm gashed but survived,n,nan,"ny times, 11/16/1935; sun (sydney) 1/13/1936 (pictures of healed wounds);  v.m. coppleson (1958), p.244",1935.11.13-messot.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.11.13-messot.pdf,1329
1935.09.21,21-sep-35,1935,unprovoked,usa,north carolina,"brown�s inlet on new river, onslow beach",swimming,m,38.0,"fatal, thigh bitten",y,nan,"f. schwartz, p.23; c. creswell, gsaf",1935.09.21-fountain.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.09.21-fountain.pdf,1328
1935.09.04.r,not defined,1935,unprovoked,papua new guinea,central province,hula,swimming,m,,fatal,y,nan,"cairns post, 9/24/1935",1935.09.04.r-hula.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.09.04.r-hula.pdf,1327
1935.08.26,26-aug-35,1935,unprovoked,australia,queensland,"at flat top, near mackay","fell overboard, hanging onto lifebuoy",m,38.0,"fatal. his body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of quinn",y,3.7 m [12'] shark,"v.m. coppleson (1958), p.22; g. p. whitley",1935.08.26-quinn.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.08.26-quinn.pdf,1326
1935.08.24,24-aug-35,1935,invalid,united kingdom,isle of wight,atherfield,fishing,m,,"the hooked shark didn't cut his finger, he was injured by his line",n,possibly a porbeagle shark,c. moore; isle of wight press,1935.08.24-atherfield.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.08.24-atherfield.pdf,1325
1935.08.13,13-aug-35,1935,unprovoked,australia,torres strait,"near warrior reefs, queensland",diving for beche-de-mer from lugger,m,,"fatal, right buttock & thigh bitten",y,nan,"j. green, p.33; v.m. coppleson (1958), p.243",1935.08.13 -barani.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.08.13 -barani.pdf,1324
1935.07.27.b,27-jul-35,1935,invalid,usa,california,santa barbara channel,fishing boat exploded & sank,m,23.0,"although listed as an uprovoked fatal attack by saf, shark bite on his ankle was post-mortem following death by drowning",y,nan,"n.y. herald tribune, 7/28/1935; d. miller & r. collier",1935.07.27-b-wilkes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.27-b-wilkes.pdf,1323
1935.07.27.a,27-jul-35,1935,invalid,usa,california,santa barbara channel,fishing boat exploded & sank,m,53.0,"although listed as  an uprovoked fatal attack by saf, he was killed by the explosion. the shark bites were post-mortem",y,nan,"n.y. herald tribune, 7/28/1935; d. miller & r. collier",1935.07.27.a-wilkes.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.27.a-wilkes.pdf,1322
1935.07.05,05-jul-35,1935,unprovoked,panama,nan,off culebra,"fishing with dynamite, afterwards in water retrieving catch",m,14.0,"fatal, leg severed",y,nan,"new york times, 7/6/1935",1935.07.05-alonso.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.05-alonso.pdf,1321
1935.07.01,01-jul-35,1935,unprovoked,croatia,adriatic sea,"susak / fiume (rijeka, istria)",swimming,f,22.0,fatal,y,nan,"c. moore, gsaf",1935.07.01-kudlich.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.07.01-kudlich.pdf,1320
1935.06.18,18-jun-35,1935,unprovoked,usa,new jersey,50 miles offshore,"fishing for bluefish, shark leapt into dory",m,31.0,arm lacerated by a shark that leapt onto boat,n,4.6 m [15'] shark,"ny times, 6/19/1935, p.21",1935.06.18-chalor.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.18-chalor.pdf,1319
1935.06.05.r,not defined,1935,unprovoked,solomon islands,makira-uluwa province,makira island,fishing,m,,fatal,y,nan,"sydney mail, 6/5/1935",1935.06.05.r-solomonislands.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.05.r-solomonislands.pdf,1318
1935.06.00.b,not defined,1935,boating,australia,south australia,off port broughton,nan,,,shark bumped dinghy twice,n,nan,"australian woman's weekly, 8/27/1938",1935.06.05.r-solomonislands.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.05.r-solomonislands.pdf,1317
1935.06.00.a,not defined,1935,unprovoked,papua new guinea,northern (oro) province,"dobu passage,  d'entrecasteaux islands (between normanby & fergusson islands)",nan,,,"samoan missionary, filemani, caught an 8'6"" shark after it had killed 1 man & 2 boys in space of few weeks",n,nan,"d.k. webster, p.67",1935.06.00.a-filemani.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.06.00.a-filemani.pdf,1316
1935.05.19,19-may-35,1935,provoked,south africa,kwazulu-natal,"north pier, durban",put foot inside a landed & supposedly dead shark,m,,"foot bitten, required 1 week hospitalization provoked incident",n,"white shark, 246-kg","m. levine, gsaf",1935.05.19-spectator.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.05.19-spectator.pdf,1315
1935.05.12,12-may-35,1935,unprovoked,australia,torres strait,on edge of reef near warrior island,pearl diving,m,,3 gashes on hand & wrist,n,1.8 m [6'] shark,"v.m. coppleson (1958), pp.103 & 243",1935.05.12-andrew.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.05.12-andrew.pdf,1314
1935.04.25,25-apr-35,1935,invalid,australia,new south wales,coogee,"disappeared 11 days earlier, probable homicide victim",m,40.0,captive shark regurgitated his arm in the coogee aquarium,n,tiger shark,"a. sharpe, pp.28-32",1935.04.25-sharkarmcase.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.04.25-sharkarmcase.pdf,1313
1935.04.12.r,not defined,1935,unprovoked,nan,nan,nan,diving,f,,laceration to left leg,n,nan,"port arthur news, 4/12/1935",1935.04.12.r-pearlpurdyscott.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.04.12.r-pearlpurdyscott.pdf,1312
1935.04.08.r,not defined,1935,unprovoked,usa,california,"hermosa beach, los angeles county",nan,m,,laceration to hand,n,nan,"los angeles times, 4/8/1935",1935.04.08.r-davis.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.04.08.r-davis.pdf,1311
1935.03.30,30-mar-35,1935,unprovoked,australia,queensland,barrier reef off mackay,diving from dinghy for trochus shell,m,,buttocks injured by fin or a bump,n,nan,"g.p. whitley citing the sydney morning herald, 4/1/1935;  1951), g.p. whitley (1951), page 192, fide g.d. wall, mackay, 1946; j. green, p.33; v.m. coppleson (1958), pp.101 & 243",1935.03.30-samuel.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.30-samuel.pdf,1310
1935.03.25.r,not defined,1935,provoked,south africa,kwazulu-natal,"north pier, durban",put foot inside mouth of supposedly dead shark,m,,injury to foot    provoked incident,n,nan,"natal coast angler, 3/25/1935",1935.03.25.r-durban.pdf,http://sharkattackfile.net/spreadsheets/pdf_directory/1935.03.25.r-durban.pdf,1309
